PROJECT,IPT,RESP,WBS ID,DESCRIPTION,CEC,COMPANY,PERF,MILSTD,CLIN,CHARGE #,YYYYMM,BCWS HRS/UTS,BCWP HRS/UTS,ACT HRS/UTS,ETC HRS/UTS,E
LRIP8B,HHX,HHX,AF31ALLX-4A1G1600,AF31 BUILD PMC SECT1600,,,,,,LAF31ALLX,201103,,,,59,L
LRIP8B,HHX,HHX,AF31ALLX-4A1G1600,AF31 BUILD PMC SECT1600,,,,,,LAF31ALLX,201104,,,,0,L
LRIP8B,HHX,HHX,AF31ALLX-4A1G1600,AF31 BUILD PMC SECT1600,,,,,,LAF31ALLX,201105,,,,2,L
LRIP8B,HHX,HHX,AF31ALLX-4A1G1600,AF31 BUILD PMC SECT1600,,,,,,LAF31ALLX,201106,,,,23,L
LRIP8B,HHX,HHX,AF31ALLX-4A1G1700,AF31 BUILD PMC SECT1700,,,,,,LAF31ALLX,201101,,,,18.9,L
LRIP8B,HHX,HHX,AF31ALLX-4A1G1700,AF31 BUILD PMC SECT1700,,,,,,LAF31ALLX,201103,,,,0,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201101,,,,35.7,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201102,,,,35.7,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201103,,,,4,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201104,,,,0.9,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201105,,,,10.8,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201106,,,,49.5,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201107,,,,4.5,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201108,,,,0,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201109,,,,18,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201110,,,,18,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201111,,,,15,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201112,,,,9.5,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201201,,,,15.1,L
LRIP8B,HBX,HBX,AF31811H,AF31 WEIGHT AND BALANCE TESTS,,,,,,LAF31811H,201202,,,,15.1,L
LRIP8B,HDX,HDX,AF31ALLX-813H0030,AF31 Static Proof Test,,,,,,LAF31ALLX,201103,,,,3.9,L
LRIP8B,HDX,HDX,AF31ALLX-813H0030,AF31 Static Proof Test,,,,,,LAF31ALLX,201104,,,,0,L
LRIP8B,HEX,HEX,AF31ALLX-815H1101,AF31- AV Support - 4A1G - Palmdale (PMC,,,,,,LAF31ALLX,201101,,,,0,L
LRIP8B,HEX,HEX,AF31ALLX-815H1101,AF31- AV Support - 4A1G - Palmdale (PMC,,,,,,LAF31ALLX,201102,,,,0,L
LRIP8B,HEX,HEX,AF31ALLX-815H1101,AF31- AV Support - 4A1G - Palmdale (PMC,,,,,,LAF31ALLX,201103,,,,0,L
LRIP8B,HEX,HEX,AF31ALLX-815H1101,AF31- AV Support - 4A1G - Palmdale (PMC,,,,,,LAF31ALLX,201104,,,,80,L
LRIP8B,HEX,HEX,AF31ALLX-815H1101,AF31- AV Support - 4A1G - Palmdale (PMC,,,,,,LAF31ALLX,201105,,,,52.8,L
LRIP8B,HEX,HEX,AF31ALLX-815H1101,AF31- AV Support - 4A1G - Palmdale (PMC,,,,,,LAF31ALLX,201106,,,,111.5,L
LRIP8B,HEX,HEX,AF31ALLX-815H1101,AF31- AV Support - 4A1G - Palmdale (PMC,,,,,,LAF31ALLX,201107,,,,0,L
LRIP8B,HEX,HEX,AF31ALLX-815H1101,AF31- AV Support - 4A1G - Palmdale (PMC,,,,,,LAF31ALLX,201108,,,,0,L
LRIP8B,HEX,HEX,AF31ALLX-815H1101,AF31- AV Support - 4A1G - Palmdale (PMC,,,,,,LAF31ALLX,201109,,,,5,L
LRIP8B,HEX,HEX,AF31ALLX-815H1101,AF31- AV Support - 4A1G - Palmdale (PMC,,,,,,LAF31ALLX,201110,,,,3,L
LRIP8B,HEX,HEX,AF31ALLX-815H1101,AF31- AV Support - 4A1G - Palmdale (PMC,,,,,,LAF31ALLX,201201,,,,0,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201102,,,,0,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201103,,,,0,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201104,,,,30,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201105,,,,30,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201106,,,,0,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201107,,,,0,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201108,,,,0,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201109,,,,30,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201110,,,,20,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201111,,,,0,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201112,,,,0,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201201,,,,0,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201203,,,,0,L
LRIP8B,HEX,HEX,AF31815H,AF31- AV Support - 9G08 - Edwards,,,,,,LAF31815H,201205,,,,9.8,L
LRIP8B,HEX,HEX,AF31ALLX-815H1400,AF31 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF31ALLX,201101,,,,45,L
LRIP8B,HEX,HEX,AF31ALLX-815H1400,AF31 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF31ALLX,201102,,,,86.94,L
LRIP8B,HEX,HEX,AF31ALLX-815H1400,AF31 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF31ALLX,201103,,,,36.5,L
LRIP8B,HEX,HEX,AF31ALLX-815H1400,AF31 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF31ALLX,201104,,,,36.54,L
LRIP8B,HEX,HEX,AF31ALLX-815H1400,AF31 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF31ALLX,201105,,,,33.5,L
LRIP8B,HEX,HEX,AF31ALLX-815H1400,AF31 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF31ALLX,201106,,,,56.45,L
LRIP8B,HEX,HEX,AF31ALLX-815H1400,AF31 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF31ALLX,201108,,,,0,L
LRIP8B,HEX,HEX,AF31ALLX-815H1400,AF31 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF31ALLX,201110,,,,0,L
LRIP8B,HJX,HJX,AF31819H,ENGINEERING SUPPORT FOR AF31 AERO,,,,,,LAF31819H,201102,,,,143.6,L
LRIP8B,HJX,HJX,AF31819H,ENGINEERING SUPPORT FOR AF31 AERO,,,,,,LAF31819H,201104,,,,0,L
LRIP8B,HJX,HJX,AF31819H,ENGINEERING SUPPORT FOR AF31 AERO,,,,,,LAF31819H,201105,,,,8.3,L
LRIP8B,HJX,HJX,AF31819H,ENGINEERING SUPPORT FOR AF31 AERO,,,,,,LAF31819H,201106,,,,146.2,L
LRIP8B,HJX,HJX,AF31819H,ENGINEERING SUPPORT FOR AF31 AERO,,,,,,LAF31819H,201108,,,,0,L
LRIP8B,HJX,HJX,AF31819H,ENGINEERING SUPPORT FOR AF31 AERO,,,,,,LAF31819H,201109,,,,2,L
LRIP8B,HJX,HJX,AF31819H,ENGINEERING SUPPORT FOR AF31 AERO,,,,,,LAF31819H,201110,,,,2,L
LRIP8B,HJX,HJX,AF31819H,ENGINEERING SUPPORT FOR AF31 AERO,,,,,,LAF31819H,201111,,,,2,L
LRIP8B,HJX,HJX,AF31819H,ENGINEERING SUPPORT FOR AF31 AERO,,,,,,LAF31819H,201112,,,,3,L
LRIP8B,HJX,HJX,AF31819H,ENGINEERING SUPPORT FOR AF31 AERO,,,,,,LAF31819H,201201,,,,3,L
LRIP8B,HJX,HJX,AF31819H,ENGINEERING SUPPORT FOR AF31 AERO,,,,,,LAF31819H,201202,,,,3,L
LRIP8B,HJX,HJX,AF31819H,ENGINEERING SUPPORT FOR AF31 AERO,,,,,,LAF31819H,201203,,,,3,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201101,,,,17.02,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201102,,,,43.26,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201103,,,,115.01,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201104,,,,129.36,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201105,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201106,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201107,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201108,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201109,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201110,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201111,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201112,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-3A4A0030,AF32 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF32ALLX,201201,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-3M1G1800,AF32 BUILD MISSISSIPPI SECT1800,,,,,,LAF32ALLX,201103,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-3M1G2000,AF32 BUILD MISSISSIPPI SECT2000,,,,,,LAF32ALLX,201103,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-3M1G2005,AF32 BUILD MISSISSIPPI SECT2005,,,,,,LAF32ALLX,201103,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-3M1G2005,AF32 BUILD MISSISSIPPI SECT2005,,,,,,LAF32ALLX,201104,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-3M1G2015,AF32 BUILD MISSISSIPPI SECT2015,,,,,,LAF32ALLX,201103,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-3M1G2015,AF32 BUILD MISSISSIPPI SECT2015,,,,,,LAF32ALLX,201104,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-3M1G2025,AF32 BUILD MISSISSIPPI SECT2025,,,,,,LAF32ALLX,201103,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-3M1G2025,AF32 BUILD MISSISSIPPI SECT2025,,,,,,LAF32ALLX,201104,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1100,AF32 BUILD PMC SECT1100,,,,,,LAF32ALLX,201103,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1100,AF32 BUILD PMC SECT1100,,,,,,LAF32ALLX,201104,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1100,AF32 BUILD PMC SECT1100,,,,,,LAF32ALLX,201107,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1100,AF32 BUILD PMC SECT1100,,,,,,LAF32ALLX,201108,,,,432.5,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1100,AF32 BUILD PMC SECT1100,,,,,,LAF32ALLX,201109,,,,274.8,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1100,AF32 BUILD PMC SECT1100,,,,,,LAF32ALLX,201110,,,,890.4,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1100,AF32 BUILD PMC SECT1100,,,,,,LAF32ALLX,201111,,,,516.8,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1100,AF32 BUILD PMC SECT1100,,,,,,LAF32ALLX,201112,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1400,AF32 BUILD PMC SECT1400,,,,,,LAF32ALLX,201101,,,,1.999546131,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1400,AF32 BUILD PMC SECT1400,,,,,,LAF32ALLX,201102,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1400,AF32 BUILD PMC SECT1400,,,,,,LAF32ALLX,201103,,,,334.5,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1400,AF32 BUILD PMC SECT1400,,,,,,LAF32ALLX,201104,,,,574.9,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1400,AF32 BUILD PMC SECT1400,,,,,,LAF32ALLX,201105,,,,810.9,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1400,AF32 BUILD PMC SECT1400,,,,,,LAF32ALLX,201106,,,,609.8,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1400,AF32 BUILD PMC SECT1400,,,,,,LAF32ALLX,201107,,,,456.92,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1400,AF32 BUILD PMC SECT1400,,,,,,LAF32ALLX,201108,,,,467.1,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1400,AF32 BUILD PMC SECT1400,,,,,,LAF32ALLX,201109,,,,944.7,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1400,AF32 BUILD PMC SECT1400,,,,,,LAF32ALLX,201110,,,,301.5,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1600,AF32 BUILD PMC SECT1600,,,,,,LAF32ALLX,201101,,,,177.6,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1600,AF32 BUILD PMC SECT1600,,,,,,LAF32ALLX,201102,,,,13.1,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1600,AF32 BUILD PMC SECT1600,,,,,,LAF32ALLX,201103,,,,15.1,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1600,AF32 BUILD PMC SECT1600,,,,,,LAF32ALLX,201104,,,,4.2,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1600,AF32 BUILD PMC SECT1600,,,,,,LAF32ALLX,201105,,,,0.3,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1600,AF32 BUILD PMC SECT1600,,,,,,LAF32ALLX,201106,,,,30.6,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1600,AF32 BUILD PMC SECT1600,,,,,,LAF32ALLX,201107,,,,96.1,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1600,AF32 BUILD PMC SECT1600,,,,,,LAF32ALLX,201108,,,,97.3,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1600,AF32 BUILD PMC SECT1600,,,,,,LAF32ALLX,201109,,,,48,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1700,AF32 BUILD PMC SECT1700,,,,,,LAF32ALLX,201103,,,,0,L
LRIP8B,HHX,HHX,AF32ALLX-4A1G1700,AF32 BUILD PMC SECT1700,,,,,,LAF32ALLX,201104,,,,0,L
LRIP8B,HBX,HBX,AF32811H,AF32 WEIGHT AND BALANCE TESTS,,,,,,LAF32811H,201101,,,,0,L
LRIP8B,HBX,HBX,AF32811H,AF32 WEIGHT AND BALANCE TESTS,,,,,,LAF32811H,201105,,,,24,L
LRIP8B,HBX,HBX,AF32811H,AF32 WEIGHT AND BALANCE TESTS,,,,,,LAF32811H,201106,,,,9,L
LRIP8B,HBX,HBX,AF32811H,AF32 WEIGHT AND BALANCE TESTS,,,,,,LAF32811H,201107,,,,2.3,L
LRIP8B,HBX,HBX,AF32811H,AF32 WEIGHT AND BALANCE TESTS,,,,,,LAF32811H,201108,,,,8.7,L
LRIP8B,HBX,HBX,AF32811H,AF32 WEIGHT AND BALANCE TESTS,,,,,,LAF32811H,201109,,,,35,L
LRIP8B,HBX,HBX,AF32811H,AF32 WEIGHT AND BALANCE TESTS,,,,,,LAF32811H,201110,,,,21,L
LRIP8B,HBX,HBX,AF32811H,AF32 WEIGHT AND BALANCE TESTS,,,,,,LAF32811H,201111,,,,2.7,L
LRIP8B,HBX,HBX,AF32811H,AF32 WEIGHT AND BALANCE TESTS,,,,,,LAF32811H,201112,,,,4.5,L
LRIP8B,HBX,HBX,AF32811H,AF32 WEIGHT AND BALANCE TESTS,,,,,,LAF32811H,201201,,,,3,L
LRIP8B,HBX,HBX,AF32811H,AF32 WEIGHT AND BALANCE TESTS,,,,,,LAF32811H,201202,,,,4.7,L
LRIP8B,HBX,HBX,AF32811H,AF32 WEIGHT AND BALANCE TESTS,,,,,,LAF32811H,201204,,,,0,L
LRIP8B,HDX,HDX,AF32ALLX-813H0030,AF32 Static Proof Test,,,,,,LAF32ALLX,201101,,,,0,L
LRIP8B,HDX,HDX,AF32ALLX-813H0030,AF32 Static Proof Test,,,,,,LAF32ALLX,201103,,,,3.9,L
LRIP8B,HDX,HDX,AF32ALLX-813H0030,AF32 Static Proof Test,,,,,,LAF32ALLX,201104,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-815H1101,AF32 -  AV Support - 4A1G - Palmdale (P,,,,,,LAF32ALLX,201103,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-815H1101,AF32 -  AV Support - 4A1G - Palmdale (P,,,,,,LAF32ALLX,201104,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-815H1101,AF32 -  AV Support - 4A1G - Palmdale (P,,,,,,LAF32ALLX,201106,,,,132.81,L
LRIP8B,HEX,HEX,AF32ALLX-815H1101,AF32 -  AV Support - 4A1G - Palmdale (P,,,,,,LAF32ALLX,201109,,,,70,L
LRIP8B,HEX,HEX,AF32ALLX-815H1101,AF32 -  AV Support - 4A1G - Palmdale (P,,,,,,LAF32ALLX,201110,,,,23.6,L
LRIP8B,HEX,HEX,AF32ALLX-815H1101,AF32 -  AV Support - 4A1G - Palmdale (P,,,,,,LAF32ALLX,201111,,,,20,L
LRIP8B,HEX,HEX,AF32ALLX-815H1101,AF32 -  AV Support - 4A1G - Palmdale (P,,,,,,LAF32ALLX,201201,,,,0,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201104,,,,0,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201108,,,,0,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201109,,,,5,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201110,,,,20.5,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201111,,,,-10,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201112,,,,0,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201203,,,,16.5,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201211,,,,0,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201212,,,,0,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201301,,,,0,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201302,,,,0,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201303,,,,0,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201304,,,,0,L
LRIP8B,HEX,HEX,AF32815H,AF32 - AV Support - 9G08 - Edwards,,,,,,LAF32815H,201305,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-815H1400,AF32 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF32ALLX,201101,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-815H1400,AF32 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF32ALLX,201102,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-815H1400,AF32 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF32ALLX,201103,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-815H1400,AF32 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF32ALLX,201104,,,,5.25,L
LRIP8B,HEX,HEX,AF32ALLX-815H1400,AF32 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF32ALLX,201105,,,,50.24,L
LRIP8B,HEX,HEX,AF32ALLX-815H1400,AF32 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF32ALLX,201106,,,,0,L
LRIP8B,HEX,HEX,AF32ALLX-815H1400,AF32 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF32ALLX,201107,,,,56.59,L
LRIP8B,HEX,HEX,AF32ALLX-815H1400,AF32 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF32ALLX,201108,,,,28.39,L
LRIP8B,HEX,HEX,AF32ALLX-815H1400,AF32 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF32ALLX,201109,,,,25,L
LRIP8B,HEX,HEX,AF32ALLX-815H1400,AF32 - AV Engrg Support - 4A1G - Palmda,,,,,,LAF32ALLX,201110,,,,0,L
LRIP8B,HJX,HJX,AF32819H,ENGINEERING SUPPORT AF32 AERO,,,,,,LAF32819H,201104,,,,0,L
LRIP8B,HJX,HJX,AF32819H,ENGINEERING SUPPORT AF32 AERO,,,,,,LAF32819H,201107,,,,0,L
LRIP8B,HJX,HJX,AF32819H,ENGINEERING SUPPORT AF32 AERO,,,,,,LAF32819H,201108,,,,7,L
LRIP8B,HJX,HJX,AF32819H,ENGINEERING SUPPORT AF32 AERO,,,,,,LAF32819H,201109,,,,30.2,L
LRIP8B,HJX,HJX,AF32819H,ENGINEERING SUPPORT AF32 AERO,,,,,,LAF32819H,201110,,,,34.8,L
LRIP8B,HJX,HJX,AF32819H,ENGINEERING SUPPORT AF32 AERO,,,,,,LAF32819H,201111,,,,1.1,L
LRIP8B,HJX,HJX,AF32819H,ENGINEERING SUPPORT AF32 AERO,,,,,,LAF32819H,201112,,,,0,L
LRIP8B,HJX,HJX,AF32819H,ENGINEERING SUPPORT AF32 AERO,,,,,,LAF32819H,201304,,,,0,L
LRIP8B,HJX,HJX,AF32819H,ENGINEERING SUPPORT AF32 AERO,,,,,,LAF32819H,201307,,,,0,L
LRIP8B,HDX,HDX,AF32RAMX-813H0030,Radar Absorbing Material (RAM),,,,,,LAF32RAMX,201101,,,,0,L
LRIP8B,HDX,HDX,AF32RAMX-813H0030,Radar Absorbing Material (RAM),,,,,,LAF32RAMX,201103,,,,62.2,L
LRIP8B,HDX,HDX,AF32RAMX-813H0030,Radar Absorbing Material (RAM),,,,,,LAF32RAMX,201104,,,,0,L
LRIP8B,HDX,HDX,AF32RAMX-813H0030,Radar Absorbing Material (RAM),,,,,,LAF32RAMX,201108,,,,0,L
LRIP8B,HEX,HEX,AF33ALLX-3A4A0030,AF33 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF33ALLX,201101,,,,139.67,L
LRIP8B,HEX,HEX,AF33ALLX-3A4A0030,AF33 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF33ALLX,201102,,,,95.7,L
LRIP8B,HEX,HEX,AF33ALLX-3A4A0030,AF33 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF33ALLX,201103,,,,57.8,L
LRIP8B,HEX,HEX,AF33ALLX-3A4A0030,AF33 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF33ALLX,201104,,,,23.7,L
LRIP8B,HEX,HEX,AF33ALLX-3A4A0030,AF33 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF33ALLX,201105,,,,30.6,L
LRIP8B,HEX,HEX,AF33ALLX-3A4A0030,AF33 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF33ALLX,201106,,,,123.3,L
LRIP8B,HEX,HEX,AF33ALLX-3A4A0030,AF33 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF33ALLX,201107,,,,0,L
LRIP8B,HEX,HEX,AF33ALLX-3A4A0030,AF33 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF33ALLX,201108,,,,0,L
LRIP8B,HEX,HEX,AF33ALLX-3A4A0030,AF33 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF33ALLX,201109,,,,0,L
LRIP8B,HEX,HEX,AF33ALLX-3A4A0030,AF33 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF33ALLX,201111,,,,0,L
LRIP8B,HEX,HEX,AF33ALLX-3A4A0030,AF33 SEC ELEC-FAB-ASSY-TEST,,,,,,LAF33ALLX,201112,,,,0,L
LRIP8B,HHX,HHX,AF33ALLX-3M1G1800,AF33 BUILD MISSISSIPPI SECT1800,,,,,,LAF33ALLX,201103,,,,0,L
LRIP8B,HHX,HHX,AF33ALLX-3M1G1800,AF33 BUILD MISSISSIPPI SECT1800,,,,,,LAF33ALLX,201104,,,,0,L
LRIP8B,HHX,HHX,AF33ALLX-3M1G2000,AF33 BUILD MISSISSIPPI SECT2000,,,,,,LAF33ALLX,201103,,,,0,L
LRIP8B,HHX,HHX,AF33ALLX-3M1G2005,AF33 BUILD MISSISSIPPI SECT2005,,,,,,LAF33ALLX,201103,,,,0,L
LRIP8B,HHX,HHX,AF33ALLX-3M1G2015,AF33 BUILD MISSISSIPPI SECT2015,,,,,,LAF33ALLX,201103,,,,0,L
LRIP8B,HHX,HHX,AF33ALLX-3M1G2025,AF33 BUILD MISSISSIPPI SECT2025,,,,,,LAF33ALLX,201103,,,,0,L
LRIP8B,HHX,HHX,AF33ALLX-4A1G1100,AF33 BUILD PMC SECT1100,,,,,,LAF33ALLX,201107,,,,0,L
