PROJECT,WBS ID,DESCRIPTION,ALIAS,E,XREF-7,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,XREF-4,E
GHBOA27,42000P-0TD71,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201101,12.42,0.00,12.42,12.42,565.98,565.98,0.00,1543.13,1543.13,0.00,1543.13,1,,L
GHBOA27,42000P-0TD71,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201103,0.00,22.60,0.00,0.00,0.00,0.00,1551.53,0.00,0.00,4160.67,0.00,1,,L
GHBOA27,42000P-0TD76,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201101,13.81,0.00,13.81,13.81,629.32,629.32,0.00,1715.83,1715.83,0.00,1715.83,1,,L
GHBOA27,42000P-0TD76,Proposal Prep Actual,FFP,W,,LY842000P,MAA,,201103,0.00,15.34,0.00,0.00,0.00,0.00,739.39,0.00,0.00,1982.79,0.00,1,,L
GHBOA27,42200A-0MU11,Other OEM Depot Planning Suppt (WBS 4.2),CPFF,W,,LY842200A,MAA,,201103,5.50,42.44,5.50,0.00,264.39,264.39,1697.23,720.84,720.84,4551.39,0.00,1,,L
GHBOA27,42200A-0MU11,Other OEM Depot Planning Suppt (WBS 4.2),CPFF,W,,LY842200A,MAA,,201104,6.00,0.00,6.00,11.50,288.42,288.42,0.00,786.37,786.37,0.00,1507.21,1,,L
GHBOA27,42200A-0MU11,Other OEM Depot Planning Suppt (WBS 4.2),CPFF,W,,LY842200A,MAA,,201105,6.00,5.58,6.00,7.30,288.42,288.42,224.16,786.37,786.37,601.12,956.75,1,,L
GHBOA27,42200A-0MU11,Other OEM Depot Planning Suppt (WBS 4.2),CPFF,W,,LY842200A,MAA,,201106,7.00,0.00,7.00,0.00,336.49,336.49,0.00,917.43,917.43,0.00,0.16,1,,L
GHBOA27,42200A-0MU11,Other OEM Depot Planning Suppt (WBS 4.2),CPFF,W,,LY842200A,MAA,,201107,5.50,0.00,5.50,8.00,264.39,264.39,0.00,720.84,720.84,0.00,1048.39,1,,L
GHBOA27,42200A-0MU11,Other OEM Depot Planning Suppt (WBS 4.2),CPFF,W,,LY842200A,MAA,,201108,6.50,0.00,6.50,0.00,312.46,312.46,0.00,851.90,851.90,0.00,-0.03,1,,L
GHBOA27,42200A-0MU11,Other OEM Depot Planning Suppt (WBS 4.2),CPFF,W,,LY842200A,MAA,,201109,7.50,-15.00,7.50,12.00,360.53,360.53,-591.30,982.96,982.96,-1585.66,1687.33,1,,L
GHBOA27,42200A-0MU11,Other OEM Depot Planning Suppt (WBS 4.2),CPFF,W,,LY842200A,MAA,,201110,6.50,0.00,6.50,6.50,312.46,312.46,0.00,851.90,851.90,0.00,913.81,1,,L
GHBOA27,42200A-0MU11,Other OEM Depot Planning Suppt (WBS 4.2),CPFF,W,,LY842200A,MAA,,201111,6.00,0.00,6.00,6.00,288.42,288.42,0.00,786.37,786.37,0.00,843.44,1,,L
GHBOA27,42200A-0MU11,Other OEM Depot Planning Suppt (WBS 4.2),CPFF,W,,LY842200A,MAA,,201112,6.50,0.00,6.50,6.50,312.46,312.46,0.00,851.90,851.90,0.00,913.81,1,,L
GHBOA27,42200A-0MU11,Other OEM Depot Planning Suppt (WBS 4.2),CPFF,W,,LY842200A,MAA,,201201,6.30,0.00,6.30,6.30,314.94,314.94,0.00,876.80,876.80,0.00,934.07,1,,L
GHBOA27,42ASPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201102,0.25,0.43,0.25,0.25,8.39,8.39,18.59,32.40,32.40,69.71,32.40,1,,L
GHBOA27,42ASPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201103,0.31,2.50,0.31,0.31,10.48,10.48,109.89,40.50,40.50,412.07,40.50,1,,L
GHBOA27,42ASPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201104,0.25,0.00,0.25,0.25,8.39,8.39,0.00,32.40,32.40,0.00,32.40,1,,L
GHBOA27,42ASPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201105,0.25,0.00,0.25,0.25,8.39,8.39,0.00,32.40,32.40,0.00,32.40,1,,L
GHBOA27,42ASPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201106,0.29,0.00,0.29,0.29,9.64,9.64,0.00,37.26,37.26,0.00,37.26,1,,L
GHBOA27,42ASPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201107,0.24,0.00,0.24,0.24,7.97,7.97,0.00,30.78,30.78,0.00,30.78,1,,L
GHBOA27,42ASPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201108,0.25,0.00,0.25,0.25,8.39,8.39,0.00,32.40,32.40,0.00,33.73,1,,L
GHBOA27,42ASPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201109,0.30,0.00,0.30,0.30,10.06,10.06,0.00,38.88,38.88,0.00,40.48,1,,L
GHBOA27,42ASPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201110,0.25,0.00,0.25,0.25,8.39,8.39,0.00,32.40,32.40,0.00,33.73,1,,L
GHBOA27,42ASPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201111,0.24,0.00,0.24,0.24,7.97,7.97,0.00,30.78,30.78,0.00,32.04,1,,L
GHBOA27,42ASPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201112,0.25,0.00,0.25,0.25,8.39,8.39,0.00,32.40,32.40,0.00,33.73,1,,L
GHBOA27,42ASPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201201,0.24,0.00,0.24,0.24,8.28,8.28,0.00,32.25,32.25,0.00,34.00,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201101,0.00,0.41,0.00,0.00,0.00,0.00,20.27,0.00,0.00,54.36,0.00,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201102,2.14,3.36,2.14,2.14,97.36,97.36,167.51,265.45,265.45,449.20,265.45,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201103,2.67,4.78,2.67,2.67,121.70,121.70,243.70,331.81,331.81,653.52,331.81,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201104,2.14,2.04,2.14,2.14,97.36,97.36,110.23,265.45,265.45,295.60,265.45,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201105,2.14,2.39,2.14,2.14,97.36,97.36,125.83,265.45,265.45,337.43,265.45,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201106,2.46,2.80,2.46,2.46,111.96,111.96,146.66,305.27,305.27,393.29,305.27,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201107,2.03,6.01,2.03,2.03,92.49,92.49,320.08,252.18,252.18,858.34,252.18,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201108,2.14,2.01,2.14,2.14,97.36,97.36,109.29,265.45,265.45,297.98,263.64,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201109,2.56,1.25,2.56,2.56,116.83,116.83,68.37,318.54,318.54,183.34,316.36,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201110,2.14,1.79,2.14,2.14,97.36,97.36,98.53,265.45,265.45,264.22,263.64,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201111,2.03,1.18,2.03,2.03,92.49,92.49,65.22,252.18,252.18,174.90,250.45,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201112,2.14,6.58,2.14,2.14,97.36,97.36,345.66,265.45,265.45,926.94,263.64,1,,L
GHBOA27,42BMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201201,1.39,11.60,1.39,1.39,65.81,65.81,654.76,183.22,183.22,1783.77,180.74,1,,L
GHBOA27,42BMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201102,0.01,0.00,0.01,0.01,0.46,0.46,0.00,1.25,1.25,0.00,1.25,1,,L
GHBOA27,42BMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201103,0.01,0.09,0.01,0.01,0.57,0.57,4.57,1.57,1.57,12.26,1.57,1,,L
GHBOA27,42BMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201104,0.01,0.00,0.01,0.01,0.46,0.46,0.00,1.25,1.25,0.00,1.25,1,,L
GHBOA27,42BMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201105,0.01,0.00,0.01,0.01,0.46,0.46,0.00,1.25,1.25,0.00,1.25,1,,L
GHBOA27,42BMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201106,0.01,0.00,0.01,0.01,0.53,0.53,0.00,1.44,1.44,0.00,1.44,1,,L
GHBOA27,42BMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201107,0.01,0.00,0.01,0.01,0.44,0.44,0.00,1.19,1.19,0.00,1.19,1,,L
GHBOA27,42BMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201108,0.01,0.00,0.01,0.01,0.46,0.46,0.00,1.25,1.25,0.00,1.25,1,,L
GHBOA27,42BMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201109,0.01,0.00,0.01,0.01,0.55,0.55,0.00,1.50,1.50,0.00,1.49,1,,L
GHBOA27,42BMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201110,0.01,0.00,0.01,0.01,0.46,0.46,0.00,1.25,1.25,0.00,1.25,1,,L
GHBOA27,42BMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201111,0.01,0.00,0.01,0.01,0.44,0.44,0.00,1.19,1.19,0.00,1.18,1,,L
GHBOA27,42BMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201112,0.01,0.00,0.01,0.01,0.46,0.46,0.00,1.25,1.25,0.00,1.25,1,,L
GHBOA27,42BMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201201,0.01,0.00,0.01,0.01,0.31,0.31,0.00,0.87,0.87,0.00,0.85,1,,L
GHBOA27,42DSPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201102,0.49,0.31,0.49,0.49,16.90,16.90,10.19,65.28,65.28,38.21,65.28,1,,L
GHBOA27,42DSPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201103,0.62,2.29,0.62,0.62,21.12,21.12,78.92,81.60,81.60,295.94,81.60,1,,L
GHBOA27,42DSPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201104,0.49,0.00,0.49,0.49,16.90,16.90,0.00,65.28,65.28,0.00,65.28,1,,L
GHBOA27,42DSPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201105,0.49,0.00,0.49,0.49,16.90,16.90,0.00,65.28,65.28,0.00,65.28,1,,L
GHBOA27,42DSPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201106,0.57,0.00,0.57,0.57,19.43,19.43,0.00,75.07,75.07,0.00,75.07,1,,L
GHBOA27,42DSPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201107,0.47,76.48,0.47,0.47,16.05,16.05,2445.67,62.02,62.02,9170.97,62.02,1,,L
GHBOA27,42DSPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201108,0.49,0.00,0.49,0.49,16.90,16.90,0.00,65.28,65.28,0.00,68.38,1,,L
GHBOA27,42DSPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201109,0.59,0.00,0.59,0.59,20.28,20.28,0.00,78.34,78.34,0.00,82.05,1,,L
GHBOA27,42DSPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201110,0.49,0.00,0.49,0.49,16.90,16.90,0.00,65.28,65.28,0.00,68.38,1,,L
GHBOA27,42DSPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201111,0.47,0.00,0.47,0.47,16.05,16.05,0.00,62.02,62.02,0.00,64.96,1,,L
GHBOA27,42DSPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201112,0.49,120.75,0.49,0.49,16.90,16.90,3983.57,65.28,65.28,14937.90,68.38,1,,L
GHBOA27,42DSPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201201,0.32,0.00,0.32,0.32,11.42,11.42,0.00,44.47,44.47,0.00,47.17,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201101,0.00,0.66,0.00,0.00,0.00,0.00,33.89,0.00,0.00,90.88,0.00,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201102,3.06,4.28,3.06,3.06,164.19,164.19,223.51,447.66,447.66,599.38,447.66,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201103,3.83,6.11,3.83,3.83,205.24,205.24,329.99,559.58,559.58,884.92,559.58,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201104,3.06,2.40,3.06,3.06,164.19,164.19,132.45,447.66,447.66,355.19,447.66,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201105,3.06,2.50,3.06,3.06,164.19,164.19,136.81,447.66,447.66,366.88,447.66,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201106,3.52,2.26,3.52,3.52,188.82,188.82,124.78,514.81,514.81,334.62,514.81,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201107,2.91,5.97,2.91,2.91,155.98,155.98,316.97,425.28,425.28,850.00,425.28,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201108,3.06,2.39,3.06,3.06,164.19,164.19,127.45,447.66,447.66,347.49,462.17,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201109,3.67,1.52,3.67,3.67,197.03,197.03,82.00,537.19,537.19,219.90,554.61,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201110,3.06,2.37,3.06,3.06,164.19,164.19,127.29,447.66,447.66,341.35,462.17,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201111,2.91,1.30,2.91,2.91,155.98,155.98,72.84,425.28,425.28,195.33,439.07,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201112,3.06,7.17,3.06,3.06,164.19,164.19,386.46,447.66,447.66,1036.35,462.17,1,,L
GHBOA27,42ESPT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201201,1.99,0.90,1.99,1.99,111.00,111.00,45.58,309.03,309.03,124.17,316.84,1,,L
GHBOA27,42ESPT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201102,0.01,0.00,0.01,0.01,0.76,0.76,0.00,2.06,2.06,0.00,2.06,1,,L
GHBOA27,42ESPT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201103,0.02,0.11,0.02,0.02,0.95,0.95,5.84,2.58,2.58,15.66,2.58,1,,L
GHBOA27,42ESPT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201104,0.01,0.00,0.01,0.01,0.76,0.76,0.00,2.06,2.06,0.00,2.06,1,,L
GHBOA27,42ESPT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201105,0.01,0.00,0.01,0.01,0.76,0.76,0.00,2.06,2.06,0.00,2.06,1,,L
GHBOA27,42ESPT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201106,0.02,0.00,0.02,0.02,0.87,0.87,0.00,2.37,2.37,0.00,2.37,1,,L
GHBOA27,42ESPT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201107,0.01,0.00,0.01,0.01,0.72,0.72,0.00,1.96,1.96,0.00,1.96,1,,L
GHBOA27,42ESPT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201108,0.01,0.00,0.01,0.01,0.76,0.76,0.00,2.06,2.06,0.00,2.13,1,,L
GHBOA27,42ESPT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201109,0.02,0.00,0.02,0.02,0.91,0.91,0.00,2.48,2.48,0.00,2.56,1,,L
GHBOA27,42ESPT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201110,0.01,0.00,0.01,0.01,0.76,0.76,0.00,2.06,2.06,0.00,2.13,1,,L
GHBOA27,42ESPT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201111,0.01,0.00,0.01,0.01,0.72,0.72,0.00,1.96,1.96,0.00,2.02,1,,L
GHBOA27,42ESPT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201112,0.01,0.00,0.01,0.01,0.76,0.76,0.00,2.06,2.06,0.00,2.13,1,,L
GHBOA27,42ESPT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201201,0.01,0.00,0.01,0.01,0.75,0.75,0.00,2.08,2.08,0.00,2.13,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201101,0.00,0.10,0.00,0.00,0.00,0.00,7.32,0.00,0.00,19.63,0.00,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201102,0.17,0.57,0.17,0.17,10.02,10.02,41.02,27.31,27.31,110.00,27.31,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201103,0.21,0.84,0.21,0.21,12.52,12.52,56.71,34.14,34.14,152.08,34.14,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201104,0.17,0.55,0.17,0.17,10.02,10.02,43.16,27.31,27.31,115.74,27.31,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201105,0.17,0.62,0.17,0.17,10.02,10.02,48.43,27.31,27.31,129.87,27.31,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201106,0.19,2.14,0.19,0.19,11.52,11.52,108.65,31.41,31.41,291.36,31.41,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201107,0.16,1.50,0.16,0.16,9.52,9.52,114.27,25.94,25.94,306.43,25.94,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201108,0.17,0.50,0.17,0.17,10.02,10.02,36.64,27.31,27.31,99.90,27.38,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201109,0.20,0.37,0.20,0.20,12.02,12.02,27.37,32.77,32.77,73.40,32.86,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201110,0.17,0.51,0.17,0.17,10.02,10.02,38.55,27.31,27.31,103.38,27.38,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201111,0.16,0.34,0.16,0.16,9.52,9.52,24.24,25.94,25.94,65.00,26.02,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201112,0.17,1.55,0.17,0.17,10.02,10.02,111.27,27.31,27.31,298.39,27.38,1,,L
GHBOA27,42PMGT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201201,0.16,0.00,0.16,0.16,9.90,9.90,1.34,27.55,27.55,3.65,27.44,1,,L
GHBOA27,42PMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201102,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.13,0.13,0.00,0.13,1,,L
GHBOA27,42PMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201103,0.00,0.01,0.00,0.00,0.06,0.06,0.96,0.17,0.17,2.57,0.17,1,,L
GHBOA27,42PMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201104,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.13,0.13,0.00,0.13,1,,L
GHBOA27,42PMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201105,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.13,0.13,0.00,0.13,1,,L
GHBOA27,42PMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201106,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.15,0.15,0.00,0.15,1,,L
GHBOA27,42PMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201107,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.13,0.13,0.00,0.13,1,,L
GHBOA27,42PMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201108,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.13,0.13,0.00,0.13,1,,L
GHBOA27,42PMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201109,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.16,0.16,0.00,0.16,1,,L
GHBOA27,42PMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201110,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.13,0.13,0.00,0.13,1,,L
GHBOA27,42PMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201111,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.13,0.13,0.00,0.13,1,,L
GHBOA27,42PMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201112,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.13,0.13,0.00,0.13,1,,L
GHBOA27,42PMGT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201201,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.09,0.09,0.00,0.09,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201101,0.00,0.52,0.00,0.00,0.00,0.00,24.93,0.00,0.00,66.85,0.00,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201102,3.35,3.25,3.35,3.35,198.44,198.44,155.01,541.03,541.03,415.68,541.03,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201103,4.19,4.87,4.19,4.19,248.04,248.04,234.76,676.29,676.29,629.55,676.29,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201104,3.35,1.52,3.35,3.35,198.44,198.44,67.26,541.03,541.03,180.37,541.03,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201105,3.35,1.82,3.35,3.35,198.44,198.44,84.72,541.03,541.03,227.19,541.03,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201106,3.85,0.47,3.85,3.85,228.20,228.20,21.40,622.18,622.18,57.39,622.18,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201107,3.18,5.19,3.18,3.18,188.51,188.51,220.56,513.98,513.98,591.47,513.98,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201108,3.35,1.84,3.35,3.35,198.44,198.44,79.57,541.03,541.03,216.95,542.52,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201109,4.02,1.11,4.02,4.02,238.12,238.12,52.57,649.23,649.23,140.97,651.03,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201110,3.35,1.91,3.35,3.35,198.44,198.44,88.79,541.03,541.03,238.10,542.52,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201111,3.18,1.01,3.18,3.18,188.51,188.51,47.55,513.98,513.98,127.51,515.40,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201112,3.35,6.16,3.35,3.35,198.44,198.44,290.88,541.03,541.03,780.04,542.52,1,,L
GHBOA27,42SEIT,BOA 27 HOLDER,FFP,W,,LGHPGMSPT,MAA,,201201,2.18,5.90,2.18,2.18,134.14,134.14,333.79,373.46,373.46,909.35,371.93,1,,L
GHBOA27,42SEIT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201102,0.02,0.00,0.02,0.02,0.94,0.94,0.00,2.56,2.56,0.00,2.56,1,,L
GHBOA27,42SEIT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201103,0.02,0.08,0.02,0.02,1.17,1.17,3.65,3.19,3.19,9.79,3.19,1,,L
GHBOA27,42SEIT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201104,0.02,0.00,0.02,0.02,0.94,0.94,0.00,2.56,2.56,0.00,2.56,1,,L
GHBOA27,42SEIT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201105,0.02,0.00,0.02,0.02,0.94,0.94,0.00,2.56,2.56,0.00,2.56,1,,L
GHBOA27,42SEIT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201106,0.02,0.00,0.02,0.02,1.08,1.08,0.00,2.94,2.94,0.00,2.94,1,,L
GHBOA27,42SEIT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201107,0.02,0.00,0.02,0.02,0.89,0.89,0.00,2.43,2.43,0.00,2.43,1,,L
GHBOA27,42SEIT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201108,0.02,0.00,0.02,0.02,0.94,0.94,0.00,2.56,2.56,0.00,2.56,1,,L
GHBOA27,42SEIT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201109,0.02,0.00,0.02,0.02,1.12,1.12,0.00,3.07,3.07,0.00,3.08,1,,L
GHBOA27,42SEIT-1,BOA 27 HOLDER,CPFF,W,,LGHPGMSPT,MAA,,201110,0.02,0.00,0.02,0.02,0.94,0.94,0.00,2.56,2.56,0.00,2.56,1,,L
